DI	AFF	INST	TI	NAT
10.1111/geb.12382	{Brazil, Canada, Israel, Australia, AZ 86011 USA, Peru, Mexico, Tunisia, Peoples R China, France, Morocco, OH 43210 USA, Ecuador, Chile, Kenya, Switzerland, Iran, Argentina, Venezuela, Spain}	{ Univ Rey Juan Carlos, Escuela Super Ciencias Expt & Tecnol, Dept Biol & Geol, Fis & Quim Inorgan,Area Biodiversidad & Conservac, Mostoles 28933, Spain;  Univ Western Sydney, Hawkesbury Inst Environm, Penrith, NSW 2751, Australia;  Univ Pablo de Olavide, Dept Sistemas Fis Quim & Nat, Seville 41013, Spain;  Univ New S Wales, Sch Biol Earth & Environm Sci, Sydney, NSW 2052, Australia;  Univ Bern, Inst Plant Physiol, CH-3013 Bern, Switzerland;  No Arizona Univ, Sch Forestry, Flagstaff, AZ 86011 USA;  Estn Expt San Carlos de Bariloche, Inst Nacl Tecnol Agropecuaria, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina;  Univ Cordoba, Dept Ingn Forestal, E-14071 Cordoba, Spain;  CNRS, Ctr Ecol Fonct & Evolut, F-34293 Montpellier, France;  Inst Potosino Invest Cientif & Tecnol, Div Ciencias Ambientales, San Luis Potosi, San Luis Potosi, Mexico;  Univ La Serena, Dept Biol, La Serena, Chile;  Ben Gurion Univ Negev, Jacob Blaustein Inst Desert Res, Wyler Dept Dryland Agr, IL-84990 Sede Boqer, Israel;  Univ Tecn Particular Loja, Dept Ciencias Nat, Marcelino Champagnat, Loja, Ecuador;  Univ Jaen, Dept Biol Anim Biol Vegetal & Ecol, Jaen 23071, Spain;  Univ Sfax, UR Vegetal Div & Arid Land Ecosyst, Fac Sci, Sfax 3018, Tunisia;  Univ Estadual Feira de Santana, Dept Ciencias Biol, BR-44036900 Feira De Santana, BA, Brazil;  Direct Reg Eaux & Forets & Lutte Contre Desertifi, Tetouan 93000, Morocco;  Univ Nacl La Pampa, Fac Agron, RA-6300 Santa Rosa, La Pampa, Argentina;  Cent Univ Venezuela, Fac Agron, Inst Edafol, Caracas, Venezuela;  Univ Nacl San Juan, Fac Ciencias Exactas Fis & Nat, Dept Biol, San Juan, Argentina;  Univ Bio Bio, Dept Ciencias Basicas, Lab Genom & Biodiversidad, Chillan, Chile;  Inst Ecol & Biodiversida, Santiago, Chile;  Ctr Estudios Avanzados Zonas Aridas, La Serena, Chile;  Univ Expt Simon Rodriguez, Ctr Agroecol Trop, Lab Biogeoquim, Caracas, Venezuela;  Ferdowsi Univ Mashhad, Fac Nat Resources & Environm, Dept Range & Watershed Management, Mashhad 917751363, Iran;  No Arizona Univ, Ctr Ecosyst Sci & Soc, Flagstaff, AZ 86011 USA;  Ohio State Univ, Dept Evolut Ecol & Organismal Biol, Columbus, OH 43210 USA;  Univ Quebec, Dept Sci Biol, Montreal H2X 3Y5, PQ, Canada;  Natl Museums Kenya, Dept Zool, Nairobi 7842000500, Kenya;  Int Potato Ctr, Prod Syst & Environm Subprogram, Lima 12, Peru;  Univ New England, Sch Environm & Rural Sci, Dept Agron & Soil Sci, Armidale, NSW 2351, Australia;  Univ Ctr Occidental Lisandro Alvarado, Dept Quim & Suelos Decanato Agron, Barquisimeto 3001, Venezuela;  Off Environm & Heritage, Buronga, NSW 2739, Australia;  CSIC, Museo Nacl Ciencias Nat, Dept Ecol Evolut, E-28006 Madrid, Spain;  NE Normal Univ, Inst Grassland Sci, Key Lab Vegetat Ecol, Minist Educ, Changchun 130024, Jilin, Peoples R China;  Agr Res Org, Gilat Res Ctr, Minist Agr, Dept Nat Resources, IL-85280 Negev, Israel}	Human impacts and aridity differentially alter soil N availability in drylands worldwide	4
10.1002/2015EF000311	{Mexico, CO USA, CA USA, MI USA, Chile, Argentina, Bolivia, Ecuador, CO 80307 USA}	{ Molina Ctr Energy & Environm, La Jolla, CA USA;  Univ Chile, Ctr Climate & Resilience Res CR2, Santiago, Chile;  Univ Chile, Dept Geofis, Santiago, Chile;  Univ Mayor San Andres Campus Univ, Inst Invest Fis, Lab Fis Atmosfera, La Paz, Bolivia;  Droplet Measurement Technol, Boulder, CO USA;  Escuela Super Politecn Litoral, Guayaquil, Ecuador;  Geoestudios, San Jose De Maipo, Chile;  Univ Magallanes, Punta Arenas, Chile;  Univ Tecn Federico Santa Maria, Ctr Environm Technol, Dept Chem, Valparaiso, Chile;  Comis Nacl Energia Atom Gerencia Quim, Buenos Aires, DF, Argentina;  Pontificia Univ Catolica Chile, Inst Geog, Santiago, Chile;  Michigan Tech Res Inst, Ann Arbor, MI USA;  Univ Chile, Fac Phys & Math Sci, Dept Civil Engn, Santiago, Chile;  Univ Chile, Adv Min Technol Ctr, Santiago, Chile;  Chilean Minist Environm, Santiago, Chile;  Univ Nacl Autonoma Mexico, Ctr Ciencias Atmosfera, Mexico City 04510, DF, Mexico;  Natl Ctr Atmospher Res, Boulder, CO 80307 USA;  NOAA, Earth Syst Res Lab, Div Chem Sci, Boulder, CO USA}	Pollution and its Impacts on the South American Cryosphere	9
10.1002/2015JG003098	{England, Spain, Chile}	{ Univ Oxford, Environm Change Inst, Sch Geog & Environm, Oxford, England;  Univ Austral Chile, Inst Conservac Biodiversidad & Terr, Fac Ciencias Forestales & Recursos Nat, Lab Dendrocronol & Cambio Global, Valdivia, Chile;  Univ Leeds, Sch Geog, Leeds LS2 9JT, W Yorkshire, England;  Univ Chile, Ctr Climate & Resilience Res, Fac Ciencias Fis & Matemat, Santiago, Chile;  Fdn Ctr Bosques Nativos FORECOS, Valdivia, Chile;  Inst Andaluz Ciencias Tierra IACT CSIC UGR, Lab Biogeoquim Isotopos Estables, Granada, Spain}	Increased water use efficiency but contrasting tree growth patterns in Fitzroya cupressoides forests of southern Chile during recent decades	3
10.3390/atmos6121838	{Chile}	{ Univ Santiago Chile, Fac Quim & Biol, USACH, Santiago 9160000, Chile;  Ctr Desarrollo Nanociencia & Nanotecnol CEDENNA U, Santiago 9160000, Chile;  Univ Santiago Chile, Fac Ciencia, Dept Fis, USACH, Santiago 9160000, Chile;  Univ Chile, Ctr Climate & Resilience Res, Santiago 8320000, Chile;  Univ Chile, Dept Geophys, Santiago 8320000, Chile}	Effect of Nearby Forest Fires on Ground Level Ozone Concentrations in Santiago, Chile	5
10.1007/s00382-015-2533-1	{Argentina, Chile, Colombia, TX USA}	{ Univ Antioquia, Escuela Ambiental, Fac Ingn, Grp Ingn & Gest Ambiental, Calle 67 53-108,Bloque 20,Oficina 441,AA 1226, Medellin, Colombia;  Univ Chile, Dept Geofis, Santiago, Chile;  Univ Texas Austin, Dept Geol Sci, Austin, TX USA;  CONICET UBA, IFAECI CNRS, Ctr Invest Mar & Atmosfera, DCAO FCEN,UMI, Buenos Aires, DF, Argentina}	A correlated shortening of the North and South American monsoon seasons in the past few decades	1
10.1111/sed.12206	{Oman, Germany, Chile}	{ Univ Bremen, MARUM Ctr Marine Environm Sci, D-28359 Bremen, Germany;  SaM Senckenberg Meer, Abt Meeresforsch, D-26382 Wilhelmshaven, Germany;  ZIB, D-14195 Berlin, Germany;  Univ Concepcion, Dept Oceanog, Concepcion, Chile;  Univ Concepcion, Ctr Climate & Resilience CR2, Concepcion, Chile;  Univ Erlangen Nurnberg, GeoZentrum Nordbayern, D-91054 Erlangen, Germany;  German Univ Technol Oman GUtech, Muscat, Oman;  GEOMAR Helmholtz Zentrum Ozeanforsch Kiel, D-24148 Kiel, Germany}	Aggradation and carbonate accumulation of Holocene Norwegian cold-water coral reefs	2
10.1016/j.jaa.2015.09.004	{Chile}	{ Univ Alberto Hurtado, Fac Ciencias Sociales, Dept Anthropol, Santiago 6500620, Chile;  Univ Tarapaca, Inst Alta Invest, Lab Arqueol & Paleoambiente, Arica 1001236, Chile;  Univ Tarapaca, Fac Ciencias Sociales & Jurid, Dept Anthropol, Arica 1010069, Chile;  Univ Tarapaca, Fac Ciencias Sociales & Jurid, Dept Anthropol, Carrera Antropol, Arica 1001393, Chile;  Red Observ Aves & Vida Silvestre Chile ROC, Arica 1020137, Chile;  Univ Concepcion, Fac Ciencias Nat & Oceanog, Dept Oceanog, Concepcion 4070386, Chile;  Ctr Climate & Resilience Res CR2, Concepcion 4070386, Chile;  Univ Catolica Norte, Inst Invest Arqueol & Museo, San Pedro De Atacama, Chile;  Univ Tarapaca, Inst Alta Invest, Arica 1001236, Chile}	Consumption of animals beyond diet in the Atacama Desert, northern Chile (13,000-410 BP): Comparing rock art motifs and archaeofaunal records	9
10.1890/ES15-00232.1	{Chile}	{ Univ Chile, Dept Environm Sci & Renewable Nat Resources, Santiago, Chile;  Univ Chile, Ctr Climate & Resilience Res CR2, Santiago, Chile;  Univ Chile, Dept Silviculture & Conservat Nat, Santiago, Chile;  Inst Ecol & Biodivers, Santiago, Chile}	Evaluation of impacts of management in an anthropogenic peatland using field and remote sensing data	4
10.1357/002224015817391285	{Chile, Colombia}	{ Univ Tolima, Dept Biol, Ibague 730006299, Colombia;  Univ Concepcion, Dept Oceanog, Concepcion, Chile;  Ctr Ciencia Clima & Resiliencia CR 2, Concepcion, Chile}	The influence of anoxia and substrate availability on N2O cycling by denitrification in the upper boundary of the oxygen minimum zone off northern Chile	2
10.3402/tellusb.v67.25385	{Argentina, Chile}	{ Ctr Climate & Resilience Res CR2, Santiago, Chile;  Univ Chile, CNRS, Ctr Modelamiento Matemat, Santiago, Chile;  Univ Chile, Dept Ingn Matemat, Santiago, Chile;  Univ Chile, Dept Geofis, Santiago, Chile;  Comis Nacl Energia Atom, Gerencia Quim, Buenos Aires, DF, Argentina;  Univ Buenos Aires, Fac Ingn, Dept Ingn Quim, Buenos Aires, DF, Argentina}	Analysis and optimal design of air quality monitoring networks using a variational approach	4
10.1016/j.jhydrol.2014.12.007	{Chile}	{ Univ Austral Chile, Inst Conservac Biodiversidad & Terr, Lab Dendrocronol & Cambia Global, Valdivia, Chile;  Ctr Climate & Resilience Res CR2, Santiago, Chile;  Fdn Ctr Bosques Nativos FORECOS, Santiago, Chile;  Univ Chile, Fac Ciencias Fis & Matemat, Dept Geol, Santiago, Chile;  Univ Chile, Fac Ciencias Fis & Matemat, AMTC, Santiago, Chile;  Pontificia Univ Catolica Valparaiso, Inst Geog, Valparaiso, Chile;  Univ Tecn Federico Santa Maria, Ctr Tecnol Ambientales CETAM, Valparaiso, Chile;  Univ Austral Chile, Ctr Estudios Ambientales CEAM, Valdivia, Chile}	Reconstructing streamflow variation of the Baker River from tree-rings in Northern Patagonia since 1765	8
10.1038/ismej.2015.63	{Sweden, Spain, Chile, France}	{ Pontificia Univ Catolica Chile, Fac Biol Sci, Dept Mol Genet & Microbiol, Santiago 6513677, Chile;  Univ Paris 06, UMR 7621, Sorbonne Univ, Lab Oceanog Microbienne,Observ Oceanol, Banyuls Sur Mer, France;  CNRS, UMR 7621, Lab Oceanographie Microbienne, Observ Oceanol, Banyuls Sur Mer, France;  Univ Concepcion, Dept Oceanog, Interdisciplinary Ctr Aquaculture Res INCAR, Concepcion, Chile;  Univ Concepcion, COPAS SURAUSTRAL Program, Concepcion, Chile;  Univ Granada, CSIC, Inst Andaluz Ciencias Tierra, Granada, Spain;  Stockholm Univ, Environm & Plant Sci & Sci Life Lab, Dept Ecol, S-10691 Stockholm, Sweden;  Ctr Climate & Resilience Res CR 2, Santiago, Chile}	The cyanobacterium Mastigocladus fulfills the nitrogen demand of a terrestrial hot spring microbial mat	4
10.1002/eco.1575	{VA USA, Chile}	{ CR2, Santiago, Chile;  Univ Austral Chile, Inst Conservac Biodiversidad & Terr, Fac Ciencias Forestales & Recursos Nat, Valdivia, Chile;  Fdn Ctr Bosques Nativos FORECOS, Valdivia, Chile;  Oficina Tecn INIA Los Rios, Inst Invest Agr, Valdivia, Chile;  Univ Austral Chile, Ctr Invest Suelos Volcan CISVo, Fac Ciencias Agr, Inst Ingn Agr & Suelos, Valdivia, Chile;  Univ Austral Chile, Inst Ciencias Ambientales & Evolutivas, Fac Ciencias, Valdivia, Chile;  Virginia Tech, Virginia Water Resources Res Ctr, Blacksburg, VA USA}	Buffer effects of streamside native forests on water provision in watersheds dominated by exotic forest plantations	6
10.1371/journal.pone.0137569	{England, Chile}	{ Univ Oxford, Environm Change Inst, Sch Geog & Environm, Oxford OX1 3QY, England;  Univ Austral Chile, Lab Dendrocronol & Cambio Global, Inst Conservac Biodiversidad & Terr, Fac Ciencias Forestales & Recursos Nat, Valdivia, Chile;  Univ Chile, Fac Ciencias Fis & Matemat, Ctr Climate & Resilience Res CR2, Santiago, Chile;  Fdn Ctr Ios Bosques Nativos FORECOS, Valdivia, Chile}	The Oldest, Slowest Rainforests in the World? Massive Biomass and Slow Carbon Dynamics of Fitzroya cupressoides Temperate Forests in Southern Chile	3
10.4067/S0718-16202015000300011	{AZ 85721 USA, Chile}	{ Univ Austral Chile, Fac Ciencias Forestales & Recursos Nat, Casilla 567, Valdivia, Chile;  Univ Arizona, Tree Ring Res Lab, Tucson, AZ 85721 USA;  Univ La Frontera, Dept Ciencias Forestales, Lab Biometria, Temuco, Chile}	Fire, logging and establishment patterns of second-growth forests in south-central Chile: implications for their management and restoration	2
10.1016/j.pocean.2014.12.016	{Chile}	{ Pontificia Univ Catolica Valparaiso, Escuela Ciencias Mar, Valparaiso, Chile;  Univ Concepcion, Inst Milenio Oceanog IMO Chile, Concepcion 3, Chile;  Lab Oceanog Fis & Clima, Concepcion, Chile;  Dept Oceanog, Concepcion, Chile;  Ctr Cambio Climat & Resiliencia, Concepcion, Chile}	An unaccounted for N2O sink in the surface water of the eastern subtropical South Pacific: Physical versus biological mechanisms	5
10.1016/j.dsr.2015.05.006	{Germany, Chile}	{ Univ Bremen, MARUM Ctr Marine Environm Sci, Leobener Str, D-28359 Bremen, Germany;  Univ Concepcion, Dept Oceanog, Concepcion, Chile;  Univ Concepcion, Ctr Climate & Resilience Res CR 2, Concepcion, Chile}	Spatio-temporal distribution patterns of Mediterranean cold-water corals (Lophelia pertusa and Madrepora oculata) during the past 14,000 years	2
10.1016/j.quascirev.2015.06.017	{New Zealand, Argentina, Chile}	{ Univ Chile, Dept Ecol Sci, Santiago 7750000, Chile;  Univ Chile, Millennium Inst Ecol & Biodivers, Santiago 7750000, Chile;  Victoria Univ Wellington, Sch Geog Environm & Earth Sci, Wellington 6140, New Zealand;  CONICET Univ Nacl Comahue, Inst Invest Biodiversidad & Medioambiente, RA-8300 San Carlos De Bariloche, Rio Negro, Argentina}	Vegetation and climate change, fire-regime shifts and volcanic disturbance in Chiloe Continental (43 degrees S) during the last 10,000 years	2
10.1016/j.quascirev.2015.05.027	{ME 04469 USA, OH 45221 USA, NY USA, Chile}	{ Univ Chile, Dept Ecol Sci, Millennium Inst Ecol & Biodivers, Ctr Climate Res & Resilience & Millennium Nucleus, Santiago, Chile;  Univ Maine, Sch Earth & Climate Sci, Orono, ME 04469 USA;  Univ Maine, Climate Change Inst, Orono, ME 04469 USA;  Serv Nacl Geol & Min, Observ Volcanol Andes Sur, Temuco, Chile;  Univ Cincinnati, Dept Geol, Cincinnati, OH 45221 USA;  Columbia Univ, Lamont Doherty Earth Observ, Palisades, NY USA}	Radiocarbon chronology of the last glacial maximum and its termination in northwestern Patagonia	2
10.1088/1748-9326/10/8/084017	{Switzerland, Argentina, Chile, Peru}	{ Univ Zurich, Dept Geog, Winterthurerstr 190, CH-8057 Zurich, Switzerland;  Univ Bern, Oeschger Ctr Climate Change Res, CH-3012 Bern, Switzerland;  Univ Bern, Inst Geog, CH-3012 Bern, Switzerland;  Meteodat GmbH, CH-8005 Zurich, Switzerland;  Inst Sustainabil Sci ISS, Agroscope, CH-8046 Zurich, Switzerland;  Univ Fribourg, Dept Geosci, CH-1700 Fribourg, Switzerland;  Serv Nacl Meteorol & Hidrol Peru SENAMHI, Lima 11, Peru;  Univ Austral Chile, Inst Conservac Biodiversidad & Terr, Lab Dendrocronol & Cambio Global, Valdivia, Chile;  Ctr Climate & Resilience Res CR 2, Santiago, Chile;  Consejo Nacl Invest Cient & Tecn, Inst Argentino Nivol Glaciol & Ciencias Ambiental, Mendoza, Argentina}	Facing unprecedented drying of the Central Andes? Precipitation variability over the period AD 1000-2100	2
10.1002/2015GL064250	{Denmark, Germany, England, NY USA, Chile}	{ Pontificia Univ Catolica Chile, Dept Phys Geog, Santiago, Chile;  Univ Chile, Ctr Climate & Resilience Res, Santiago, Chile;  Univ Liverpool, Sch Environm Sci, Liverpool L69 3BX, Merseyside, England;  Ctr Adv Studies Arid Zones, La Serena, Chile;  Univ Magallanes, GAIA Antarctica, Punta Arenas, Chile;  Univ Copenhagen, Niels Bohr Inst, DK-2100 Copenhagen, Denmark;  Helmholtz Ctr Polar & Marine Res, Alfred Wegener Inst, Bremerhaven, Germany;  Columbia Univ, Lamont Doherty Earth Observ, New York, NY USA;  Univ Concepcion, Dept Oceanog, Concepcion, Chile}	Dust fluxes and iron fertilization in Holocene and Last Glacial Maximum climates	5
